1510683334.01::Air raids kill 29 civilians in Syria https:\/\/t.co\/m57aquJSrV
1510683363.27::RT @RusEmbUSA: '@mod_russia: t\/ American side has failed to answer the question asked by t\/ Russian side: why the ISIS terrorists\u2026 
1510683364.39::RT @RusEmbUSA: '@mod_russia: t\/ American side has failed to answer the question asked by t\/ Russian side: why the ISIS terrorists\u2026 
1510683365.33::https:\/\/t.co\/hikvZLSLTO via @torontostar  With ISIS Syria and the Whoite Helmets pretty well washed-up,  the Rohing\u2026 https:\/\/t.co\/gTp07K0pVq
1510683366.06::RT @RusEmbUSA: '@mod_russia: t\/ American side has failed to answer the question asked by t\/ Russian side: why the ISIS terrorists\u2026 
1510683367.39::RT @Behind__News: IDF Chief of Staff: the current reality obliges us to look at the various challenges. Beyond the northern border, t\u2026 
1510683372.19::RT @lotchiksnayper: Daily reminder Assad is still the sole ruler of Syria and theres nothing you can do about it https:\/\/t.co\/HILmMz8Th8
1510683372.92::RT @MacnamaraSylvia: @sn0wba1111 What part is the Irish government not getting, that  hundreds of Syrians already are returning home,tim\u2026 
1510683376.91::McCain\u2019s Predictable Warmongering on Syria | The American Conservative https:\/\/t.co\/XSAX79fMZY
1510683380.19::RT @VanessaBeeley: The REAL Syria Civil Defence now have an official Facebook page. \"We are humanitarians, we dont promote ourselves\"\u2026 
1510683382.23::\u0627\u0644\u0644\u0647\u0645 \u0625\u062c\u0639\u0644 \u0623\u0645\u064a \u0633\u064a\u062f\u0629 \u0645\u0646 \u0633\u064a\u062f\u0627\u062a \u0623\u0647\u0644 \u0627\u0644\u062c\u0646\u0629 \u0648\u0627\u062c\u0639\u0644 \u0627\u0644\u062d\u0648\u0636 \u0645\u0648\u0631\u062f\u0627\u064b \u0644\u0647\u0627 \u0648\u0627\u0644\u0631\u0633\u0648\u0644 \u0634\u0627\u0641\u0639\u0627\u064b \u0644\u0647\u0627 \u0648\u0627\u062c\u0639\u0644 \u0638\u0644\u0643 \u0638\u0644\u0627\u064b \u0644\u0647\u0627 #Iraq #Jordan #Syria #Lebanon #Oman
1510683382.45::@khalediskef @EvaKBartlett Thank YOU for putting your life at risk to carry out these investigations, your work is\u2026 https:\/\/t.co\/jVdNHpEH8G","display_text_range":[27,140],"source":"\u003ca href=\"http:\/\/twitter.com\" rel=\"nofollow\"\u003eTwitter Web Client\u003c\/a\u003e","truncated":true,"in_reply_to_status_id":930498321877258241,"in_reply_to_status_id_str":"930498321877258241","in_reply_to_user_id":551195158,"in_reply_to_user_id_str":"551195158","in_reply_to_screen_name":"khalediskef","user":{"id":956171191,"id_str":"956171191","name":"vanessa beeley","screen_name":"VanessaBeeley","location":null,"url":"http:\/\/www.21stcenturywire.com","description":"The pursuit of peace and progress, with its trials and its errors, its successes and its setbacks, can never be relaxed and never abandoned. DH","translator_type":"none","protected":false,"verified":false,"followers_count":19852,"friends_count":1716,"listed_count":328,"favourites_count":27484,"statuses_count":28083,"created_at":"Sun Nov 18 20:20:38 +0000 2012","utc_offset":7200,"time_zone":"Athens","geo_enabled":false,"lang":"en","contributors_enabled":false,"is_translator":false,"profile_background_color":"000000","profile_background_image_url":"http:\/\/pbs.twimg.com\/profile_background_images\/689914939985764352\/VdDCkYIQ.jpg","profile_background_image_url_https":"https:\/\/pbs.twimg.com\/profile_background_images\/689914939985764352\/VdDCkYIQ.jpg","profile_background_tile":true,"profile_link_color":"1B95E0","profile_sidebar_border_color":"000000","profile_sidebar_fill_color":"000000","profile_text_color":"000000","profile_use_background_image":true,"profile_image_url":"http:\/\/pbs.twimg.com\/profile_images\/876412286260432896\/25OB4bgV_normal.jpg","profile_image_url_https":"https:\/\/pbs.twimg.com\/profile_images\/876412286260432896\/25OB4bgV_normal.jpg","profile_banner_url":"https:\/\/pbs.twimg.com\/profile_banners\/956171191\/1509974789","default_profile":false,"default_profile_image":false,"following":null,"follow_request_sent":null,"notifications":null},"geo":null,"coordinates":null,"place":null,"contributors":null,"is_quote_status":false,"extended_tweet":{"full_text":"@khalediskef @EvaKBartlett Thank YOU for putting your life at risk to carry out these investigations, your work is invaluable &amp; I am ashamed that some people have called it into question fm behind a keyboard. God bless you and #Syria","display_text_range":[27,237],"entities":{"hashtags":[{"text":"Syria","indices":[231,237]}],"urls":[],"user_mentions":[{"screen_name":"khalediskef","name":"\u062e\u0627\u0644\u062f \u0627\u0633\u0643\u064a\u0641","id":551195158,"id_str":"551195158","indices":[0,12]},{"screen_name":"EvaKBartlett","name":"Eva Bartlett","id":16538546,"id_str":"16538546","indices":[13,26]}],"symbols":[]}},"quote_count":0,"reply_count":0,"retweet_count":0,"favorite_count":0,"entities":{"hashtags":[],"urls":[{"url":"https:\/\/t.co\/jVdNHpEH8G","expanded_url":"https:\/\/twitter.com\/i\/web\/status\/930499406822084608","display_url":"twitter.com\/i\/web\/status\/9\u2026","indices":[116,139]}],"user_mentions":[{"screen_name":"khalediskef","name":"\u062e\u0627\u0644\u062f \u0627\u0633\u0643\u064a\u0641","id":551195158,"id_str":"551195158","indices":[0,12]},{"screen_name":"EvaKBartlett","name":"Eva Bartlett","id":16538546,"id_str":"16538546","indices":[13,26]}],"symbols":[]},"favorited":false,"retweeted":false,"filter_level":"low","lang":"en","timestamp_ms":"1510683321086"}

1510683383.66::#syria: OIR spokesman Dillan: Was never a \"secret.\" The Coalition issued press releases 10 and 14 Oct, spoke with \u2026 https:\/\/t.co\/jwHESJXt3d
1510683383.77::@LivEchonews How sad for the poor family it must be horrendous in Syria they have escaped &amp; now nearly murdered in\u2026 https:\/\/t.co\/hUfuzIhXZ3","display_text_range":[13,140],"source":"\u003ca href=\"http:\/\/twitter.com\/download\/iphone\" rel=\"nofollow\"\u003eTwitter for iPhone\u003c\/a\u003e","truncated":true,"in_reply_to_status_id":930479357814083584,"in_reply_to_status_id_str":"930479357814083584","in_reply_to_user_id":26507585,"in_reply_to_user_id_str":"26507585","in_reply_to_screen_name":"LivEchonews","user":{"id":423799181,"id_str":"423799181","name":"karen quinn","screen_name":"karenquinn7","location":null,"url":null,"description":null,"translator_type":"none","protected":false,"verified":false,"followers_count":100,"friends_count":135,"listed_count":0,"favourites_count":756,"statuses_count":132,"created_at":"Mon Nov 28 23:23:43 +0000 2011","utc_offset":null,"time_zone":null,"geo_enabled":true,"lang":"en","contributors_enabled":false,"is_translator":false,"profile_background_color":"C0DEED","profile_background_image_url":"http:\/\/abs.twimg.com\/images\/themes\/theme1\/bg.png","profile_background_image_url_https":"https:\/\/abs.twimg.com\/images\/themes\/theme1\/bg.png","profile_background_tile":false,"profile_link_color":"1DA1F2","profile_sidebar_border_color":"C0DEED","profile_sidebar_fill_color":"DDEEF6","profile_text_color":"333333","profile_use_background_image":true,"profile_image_url":"http:\/\/pbs.twimg.com\/profile_images\/801125001499906048\/6X1Hp7YI_normal.jpg","profile_image_url_https":"https:\/\/pbs.twimg.com\/profile_images\/801125001499906048\/6X1Hp7YI_normal.jpg","profile_banner_url":"https:\/\/pbs.twimg.com\/profile_banners\/423799181\/1446391990","default_profile":true,"default_profile_image":false,"following":null,"follow_request_sent":null,"notifications":null},"geo":null,"coordinates":null,"place":null,"contributors":null,"is_quote_status":false,"extended_tweet":{"full_text":"@LivEchonews How sad for the poor family it must be horrendous in Syria they have escaped &amp; now nearly murdered in our country hope they find the scum who did this","display_text_range":[13,167],"entities":{"hashtags":[],"urls":[],"user_mentions":[{"screen_name":"LivEchonews","name":"Liverpool Echo","id":26507585,"id_str":"26507585","indices":[0,12]}],"symbols":[]}},"quote_count":0,"reply_count":0,"retweet_count":0,"favorite_count":0,"entities":{"hashtags":[],"urls":[{"url":"https:\/\/t.co\/hUfuzIhXZ3","expanded_url":"https:\/\/twitter.com\/i\/web\/status\/930499412455055360","display_url":"twitter.com\/i\/web\/status\/9\u2026","indices":[120,143]}],"user_mentions":[{"screen_name":"LivEchonews","name":"Liverpool Echo","id":26507585,"id_str":"26507585","indices":[0,12]}],"symbols":[]},"favorited":false,"retweeted":false,"filter_level":"low","lang":"en","timestamp_ms":"1510683322429"}

1510683384.18::#syria: Lavrov says Russia and Iran are legitimate in Syria, America is not because it don't have consent of the i\u2026 https:\/\/t.co\/ywnpLJX464
1510683385.31::RT @rianru: \u0420\u043e\u0441\u0441\u0438\u0439\u0441\u043a\u0438\u0435 \u0432\u043e\u0435\u043d\u043d\u044b\u0435 \u0440\u0443\u043a\u043e\u0432\u043e\u0434\u044f\u0442 \u043f\u0435\u0440\u0435\u043f\u043e\u0434\u0433\u043e\u0442\u043e\u0432\u043a\u043e\u0439 \u0441\u043e\u043b\u0434\u0430\u0442 \u0441\u0438\u0440\u0438\u0439\u0441\u043a\u043e\u0439 \u0430\u0440\u043c\u0438\u0438\nhttps:\/\/t.co\/HtDbVw3vxa https:\/\/t.co\/BERcuspJeY
1510683385.36::*someone holding a gun to my head as I sit on my knees and read the read from a script* Colonel Gadaffi was a fucki\u2026 https:\/\/t.co\/R8fkiDOJmY
1510683386.53::RT @HSNB_: Images from ongoing military training of new group of #HSNB fighters to join the ranks of Bethnahrin Women Protecti\u2026 
1510683387.35::Syria: Media Disinformation Campaign, Blaming Assad for Alleged Famine in East Ghouta, Fake Accounts, Photos https:\/\/t.co\/QcAXE3bIfN
1510683387.76::RT @catoletters: McCain\u2019s Predictable Warmongering on Syria | The American Conservative https:\/\/t.co\/XSAX79fMZY
1510683388.58::RT @OussamaKardi: Russia tried to provide 'irrefutable evidence' that supposedly showed US support for Islamic State fighters in Syri\u2026 
1510683390.02::Criminal academia &amp; its babies in media dying to cover-up main key raging battle between \"Islamic State\" &amp; all esta\u2026 https:\/\/t.co\/THCYAoiZr4
1510683390.74::RT @NIVIsa4031: Classified Memo Proves Hillary Supplied Weapons from Benghazi to Al-Qaeda in Syria; DOJ Could Still Indict\u2026 
1510683392.58::RT @meisammehrani: \u0627\u06af\u0631 \u0628\u0627 \u0642\u0635\u0627\u0628 \u0633\u0648\u0631\u06cc\u0647 \u0628\u0631\u0627\u06cc \u06a9\u0634\u062a\u0646 \u0645\u0631\u062f\u0645 \u0647\u0645\u200c\u062f\u0633\u062a \u0646\u0628\u0648\u062f\u06cc\u062f\u060c \u0627\u06af\u0631 \u0628\u0631\u0627\u06cc \u062d\u0634\u062f\u0627\u0644\u0634\u0639\u0628\u06cc \u0641\u0631\u0634 \u0642\u0631\u0645\u0632 \u062f\u0631 \u0639\u0631\u0627\u0642 \u067e\u0647\u0646 \u0646\u0645\u06cc\u200c\u06a9\u0631\u062f\u06cc\u062f\u060c \u0627\u06af\u0631 \u062a\u0631\u0648\u0631\u06cc\u0633\u062a\u200c\u0647\u0627\u06cc\u2026 
1510683392.89::RT @bbfart: RETWEET TO WIN VODKA SYRIA TO PORE PAUL ELEPHANT DIARRHEA ADD SHOP. A CHOCOLATY, CONFIDENT AND FEEL GREEN RELISH. K\u2026 
1510683394.07::RT @MohammadiRashid: After 9 hours under the rubble, our heroes @SyriaCivilDef rescued a old sir alive, victim of warplanes Triple airst\u2026 
1510683394.33::RT @Noor_and_Alaa: #BreakGhoutaSiege\nJudy is handicapped, she cannot have access to medical treatment and her condition will become wo\u2026 
1510683396.98::@RobinSimcox @rcallimachi Not illegal if another state agrees to take them.  I'd ask Syria.","display_text_range":[26,91],"source":"\u003ca href=\"http:\/\/twitter.com\" rel=\"nofollow\"\u003eTwitter Web Client\u003c\/a\u003e","truncated":false,"in_reply_to_status_id":930491225978949632,"in_reply_to_status_id_str":"930491225978949632","in_reply_to_user_id":380007149,"in_reply_to_user_id_str":"380007149","in_reply_to_screen_name":"RobinSimcox","user":{"id":726159118487134208,"id_str":"726159118487134208","name":"David \ud83c\udf0a Simonetti","screen_name":"thesimsez","location":"Washington, DC","url":null,"description":"Law Enforcement Training Director. Brogues not Oxfords. #Policing #Criminology #Terrorism #WildlifeCrime #TrailRunning #SurfKayak Opinions are mine.","translator_type":"none","protected":false,"verified":false,"followers_count":176,"friends_count":510,"listed_count":4,"favourites_count":1448,"statuses_count":2641,"created_at":"Fri Apr 29 21:20:00 +0000 2016","utc_offset":-28800,"time_zone":"Pacific Time (US & Canada)","geo_enabled":false,"lang":"en","contributors_enabled":false,"is_translator":false,"profile_background_color":"F5F8FA","profile_background_image_url":"","profile_background_image_url_https":"","profile_background_tile":false,"profile_link_color":"1DA1F2","profile_sidebar_border_color":"C0DEED","profile_sidebar_fill_color":"DDEEF6","profile_text_color":"333333","profile_use_background_image":true,"profile_image_url":"http:\/\/pbs.twimg.com\/profile_images\/743440596732379136\/o_dZNWRq_normal.jpg","profile_image_url_https":"https:\/\/pbs.twimg.com\/profile_images\/743440596732379136\/o_dZNWRq_normal.jpg","profile_banner_url":"https:\/\/pbs.twimg.com\/profile_banners\/726159118487134208\/1506378860","default_profile":true,"default_profile_image":false,"following":null,"follow_request_sent":null,"notifications":null},"geo":null,"coordinates":null,"place":null,"contributors":null,"is_quote_status":false,"quote_count":0,"reply_count":0,"retweet_count":0,"favorite_count":0,"entities":{"hashtags":[],"urls":[],"user_mentions":[{"screen_name":"RobinSimcox","name":"Robin Simcox","id":380007149,"id_str":"380007149","indices":[0,12]},{"screen_name":"rcallimachi","name":"Rukmini Callimachi","id":30699754,"id_str":"30699754","indices":[13,25]}],"symbols":[]},"favorited":false,"retweeted":false,"filter_level":"low","lang":"en","timestamp_ms":"1510683335651"}

1510683397.67::RT @matthaig1: First rule of tweet club: never call people fools if you don't know the  difference between 'there' and 'they're'. https:\/\/t\u2026
1510683398.72::Syria: Media Disinformation Campaign, Blaming Assad for Alleged Famine in East Ghouta, Fake Accounts,\u00a0Photos https:\/\/t.co\/dLZARw8bKO
1510683400.58::RT @hereweGLOagain: Countries currently under TPS that aren\u2019t in Central America: Haiti, Somalia, South Sudan, Sudan, Syria, Nepal &amp; Ye\u2026 
1510683401.48::RT @AEJKhalil: #BREAKING \u26d4\u26d4\u26d4\nMartyrs and wounded don't stop to arrive, tonight continues the aerial bombardment campaign targeting\u2026 
1510683402.71::RT @tokcem: 2 hafta \u00f6nce sordum durdum...\nRakka\u2019dan ayr\u0131lmas\u0131na izin verilen 100\u2019lerce I\u015e\u0130D militan\u0131 ve silahlar\u0131 nereye gitti?\u2026 
1510683404.45::@RedPillBlack Don't forget the Rothschilds (Soros's buddy), you know, the evil satanic banking mafia that owns ever\u2026 https:\/\/t.co\/Gag2zEHhqP","display_text_range":[14,140],"source":"\u003ca href=\"http:\/\/twitter.com\" rel=\"nofollow\"\u003eTwitter Web Client\u003c\/a\u003e","truncated":true,"in_reply_to_status_id":930462236975489024,"in_reply_to_status_id_str":"930462236975489024","in_reply_to_user_id":878247600096509952,"in_reply_to_user_id_str":"878247600096509952","in_reply_to_screen_name":"RedPillBlack","user":{"id":922900985563017216,"id_str":"922900985563017216","name":"Michelle Oliver Rubi","screen_name":"MichelleRubio68","location":null,"url":null,"description":"Against past&present apartheid + the military complex. War= Money= Power= Control. \nWho are the 6 corporations that own over 90% of the world media?","translator_type":"none","protected":false,"verified":false,"followers_count":22,"friends_count":159,"listed_count":0,"favourites_count":368,"statuses_count":212,"created_at":"Tue Oct 24 19:01:56 +0000 2017","utc_offset":null,"time_zone":null,"geo_enabled":false,"lang":"en","contributors_enabled":false,"is_translator":false,"profile_background_color":"F5F8FA","profile_background_image_url":"","profile_background_image_url_https":"","profile_background_tile":false,"profile_link_color":"1DA1F2","profile_sidebar_border_color":"C0DEED","profile_sidebar_fill_color":"DDEEF6","profile_text_color":"333333","profile_use_background_image":true,"profile_image_url":"http:\/\/pbs.twimg.com\/profile_images\/922946475440656390\/XJkrNJTR_normal.jpg","profile_image_url_https":"https:\/\/pbs.twimg.com\/profile_images\/922946475440656390\/XJkrNJTR_normal.jpg","profile_banner_url":"https:\/\/pbs.twimg.com\/profile_banners\/922900985563017216\/1508884758","default_profile":true,"default_profile_image":false,"following":null,"follow_request_sent":null,"notifications":null},"geo":null,"coordinates":null,"place":null,"contributors":null,"is_quote_status":false,"extended_tweet":{"full_text":"@RedPillBlack Don't forget the Rothschilds (Soros's buddy), you know, the evil satanic banking mafia that owns every central bank in the world, except - Venezuela, N.Korea, Iran, Cuba, Syria... Oh wait..","display_text_range":[14,203],"entities":{"hashtags":[],"urls":[],"user_mentions":[{"screen_name":"RedPillBlack","name":"Candace Owens","id":878247600096509952,"id_str":"878247600096509952","indices":[0,13]}],"symbols":[]}},"quote_count":0,"reply_count":0,"retweet_count":0,"favorite_count":0,"entities":{"hashtags":[],"urls":[{"url":"https:\/\/t.co\/Gag2zEHhqP","expanded_url":"https:\/\/twitter.com\/i\/web\/status\/930499498647924737","display_url":"twitter.com\/i\/web\/status\/9\u2026","indices":[117,140]}],"user_mentions":[{"screen_name":"RedPillBlack","name":"Candace Owens","id":878247600096509952,"id_str":"878247600096509952","indices":[0,13]}],"symbols":[]},"favorited":false,"retweeted":false,"filter_level":"low","lang":"en","timestamp_ms":"1510683342979"}

1510683404.87::RT @HeshmatAlavi: @Reuters These innocent people will continue to suffer, as those in Bam did back in 2003 and in E. Azerbaijan provi\u2026 
1510683406.2::RT @AEJKhalil: Martyrs and wounded don't stop to arrive, tonight continues the aerial bombardment campaign targeting besieged\u2026 
1510683408.24::@KevinRothrock @AricToler VVS reports https:\/\/t.co\/9Vb4NtLFCj","display_text_range":[26,61],"source":"\u003ca href=\"http:\/\/twitter.com\/download\/android\" rel=\"nofollow\"\u003eTwitter for Android\u003c\/a\u003e","truncated":false,"in_reply_to_status_id":930474888774737920,"in_reply_to_status_id_str":"930474888774737920","in_reply_to_user_id":117856715,"in_reply_to_user_id_str":"117856715","in_reply_to_screen_name":"KevinRothrock","user":{"id":43331336,"id_str":"43331336","name":"FLUFF YOU","screen_name":"Klllmanjaro","location":"Freiburg, Karlsruhe, \u0130stanbul ","url":"http:\/\/gloveler.de","description":"YOU FLUFFIN' FLUFF\n@energylnsights","translator_type":"none","protected":false,"verified":false,"followers_count":846,"friends_count":2106,"listed_count":182,"favourites_count":49521,"statuses_count":121752,"created_at":"Fri May 29 13:42:12 +0000 2009","utc_offset":-10800,"time_zone":"Greenland","geo_enabled":true,"lang":"de","contributors_enabled":false,"is_translator":false,"profile_background_color":"F5F0F0","profile_background_image_url":"http:\/\/pbs.twimg.com\/profile_background_images\/888987446\/2b3a29da85af6158e6967e32ecd306fa.jpeg","profile_background_image_url_https":"https:\/\/pbs.twimg.com\/profile_background_images\/888987446\/2b3a29da85af6158e6967e32ecd306fa.jpeg","profile_background_tile":true,"profile_link_color":"2090E6","profile_sidebar_border_color":"FFFFFF","profile_sidebar_fill_color":"F0F0F0","profile_text_color":"2F332D","profile_use_background_image":true,"profile_image_url":"http:\/\/pbs.twimg.com\/profile_images\/910279722155827200\/kuIZh4UQ_normal.jpg","profile_image_url_https":"https:\/\/pbs.twimg.com\/profile_images\/910279722155827200\/kuIZh4UQ_normal.jpg","profile_banner_url":"https:\/\/pbs.twimg.com\/profile_banners\/43331336\/1372176817","default_profile":false,"default_profile_image":false,"following":null,"follow_request_sent":null,"notifications":null},"geo":null,"coordinates":null,"place":null,"contributors":null,"quoted_status_id":930126112793006080,"quoted_status_id_str":"930126112793006080","quoted_status":{"created_at":"Mon Nov 13 17:32:00 +0000 2017","id":930126112793006080,"id_str":"930126112793006080"
1510683409.27::RT @bbfart: RETWEET TO WIN VODKA SYRIA TO PORE PAUL ELEPHANT DIARRHEA ADD SHOP. A CHOCOLATY, CONFIDENT AND FEEL GREEN RELISH. K\u2026 
1510683410.39::RT @realDonaldTrump: When will all the haters and fools out there realize that having a good relationship with Russia is a good thing, n\u2026 
1510683411.01::RT @realDonaldTrump: When will all the haters and fools out there realize that having a good relationship with Russia is a good thing, n\u2026 
1510683411.27::RT @bbfart: RETWEET TO WIN VODKA SYRIA TO PORE PAUL ELEPHANT DIARRHEA ADD SHOP. A CHOCOLATY, CONFIDENT AND FEEL GREEN RELISH. K\u2026 
1510683411.41::RT @haaretzcom: Despite Israeli Concerns, Russia Says Iran's Presence in Syria Is Legitimate\nhttps:\/\/t.co\/UmTkedNysX
1510683411.55::RT @alecattelan: Oggi esce questo progetto felice. #EveryChildIsMyChild per costruire una scuola in Syria https:\/\/t.co\/uGSqi68gve
1510683413.03::RT @abrahama999: @Ibrahim__r2 @Presidency_Sy @HassanRouhani @MLP_officiel @Nigel_Farage @PutinRF_Eng @TulsiGabbard @justinamash\u2026 
1510683413.03::The US Wants \u2018Peace\u2019, but Opposes Dialogue in Syria https:\/\/t.co\/YnSmrZoRLd
1510683414.83::RT @AWAKEALERT: .@TulsiGabbard Israel, #Turkey and ISIS are illegally harvesting organs in #Syria\n18000 Syrian children had their o\u2026 
1510683416.08::https:\/\/t.co\/5MtzazAKAS Excellent Editorial Board from @washingtonpost about the last US deal with #Russia on #Syria. Nothing to believe in.
1510683417.77::Syria war: Air strikes on Atareb market 'kill more than 50' https:\/\/t.co\/OlH9Z6cYPw
1510683418.48::RT @georgegalloway: When the Russians were spending their blood and treasure to fight and defeat ISIS, AlQaeda and the alphabet soup of\u2026 
1510683421.15::RT @NzarAdnan: \u26a1\ufe0f \u201c#IRGC_out of #Syria Campaign \u062d\u0645\u0644\u0629 #\u0637\u0631\u062f_\u0627\u0644\u062d\u0631\u0633_\u0627\u0644\u062b\u0648\u0631\u064a \u0645\u0646 #\u0633\u0648\u0631\u064a\u0627 \u201d  \n\nhttps:\/\/t.co\/sUWuvhKaN1 https:\/\/t.co\/pA2dUBz8xp
1510683422.7::RT @AWAKEALERT: US sponsored rebels involved in #OrganHarvesting of Syrian children while they are still alive!\n@TulsiGabbard #Syria\nhttps:\u2026
1510683428.62::RT @realDonaldTrump: When will all the haters and fools out there realize that having a good relationship with Russia is a good thing, n\u2026 
1510683428.62::RT @sahouraxo: You armed terrorists in Libya and Syria, exactly like the thug who attacked #Manchester.\n\nSave us your false \"outra\u2026 
1510683429.94::RT @ShehabiFares: It is so ironic how ISIS surrendered the Omar &amp; Conico oil fields in Syria to US backed SDF without a fight and how\u2026 
1510683429.94::RT @Bencjacobs: Russia's 'irrefutable evidence' of US help for Isis appears to be video game still https:\/\/t.co\/GCcLC860Dy
1510683431.08::RT @hereweGLOagain: Countries currently under TPS that aren\u2019t in Central America: Haiti, Somalia, South Sudan, Sudan, Syria, Nepal &amp; Ye\u2026 
1510683432.51::#AntiFascism: Syria: Media Disinformation Campaign, Blaming Assad for Alleged Famine in East Ghouta, Fake Accounts\u2026 https:\/\/t.co\/KpAKGNo68u
